city,stratum,station_days,city_dates,episode_station_days,comparator_station_days
Houston,48-201-1066|2022|6|5,2,2,1,1
Houston,48-201-1066|2022|8|2,3,3,1,2
Houston,48-201-1066|2022|8|3,2,2,1,1
Houston,48-201-1066|2022|9|3,3,3,1,2
Houston,48-201-1066|2022|9|4,4,4,1,3
Houston,48-201-1066|2023|9|0,2,2,1,1
Houston,48-201-1066|2023|9|1,2,2,1,1
Houston,48-201-1066|2023|9|4,2,2,1,1
Houston,48-201-1066|2023|9|5,2,2,1,1
Houston,48-201-1066|2024|6|3,2,2,1,1
Houston,48-201-1066|2024|6|4,2,2,1,1
Houston,48-201-1066|2024|6|6,3,3,1,2
Houston,48-201-1066|2024|7|0,2,2,1,1
Houston,48-201-1066|2024|7|1,2,2,1,1
Houston,48-201-1066|2024|8|0,4,4,3,1
Houston,48-201-1066|2024|8|1,4,4,3,1
Houston,48-201-1066|2024|8|2,4,4,3,1
Houston,48-201-1066|2024|8|3,5,5,4,1
Houston,48-201-1066|2024|9|2,2,2,1,1
Houston,48-201-1066|2024|9|4,3,3,1,2
Los Angeles,06-037-0113|2019|8|0,2,2,1,1
Los Angeles,06-037-0113|2019|9|4,2,2,1,1
Los Angeles,06-037-0113|2019|9|5,2,2,1,1
Los Angeles,06-037-0113|2020|10|0,2,2,1,1
Los Angeles,06-037-0113|2020|10|1,3,3,1,2
Los Angeles,06-037-0113|2020|10|2,4,4,1,3
Los Angeles,06-037-0113|2020|10|3,4,4,1,3
Los Angeles,06-037-0113|2020|10|4,4,4,1,3
Los Angeles,06-037-0113|2020|7|4,2,2,1,1
Los Angeles,06-037-0113|2020|8|5,2,2,1,1
Los Angeles,06-037-0113|2020|9|0,3,3,2,1
Los Angeles,06-037-0113|2020|9|1,3,3,2,1
Los Angeles,06-037-0113|2020|9|2,2,2,1,1
Los Angeles,06-037-0113|2020|9|3,3,3,1,2
Los Angeles,06-037-0113|2020|9|4,4,4,2,2
Los Angeles,06-037-0113|2020|9|5,4,4,2,2
Los Angeles,06-037-0113|2021|9|0,2,2,1,1
Los Angeles,06-037-0113|2021|9|3,2,2,1,1
Los Angeles,06-037-0113|2021|9|4,3,3,1,2
Los Angeles,06-037-0113|2021|9|5,2,2,1,1
Los Angeles,06-037-0113|2021|9|6,3,3,1,2
Los Angeles,06-037-0113|2022|9|0,3,3,2,1
Los Angeles,06-037-0113|2022|9|1,3,3,2,1
Los Angeles,06-037-0113|2022|9|5,2,2,1,1
Los Angeles,06-037-0113|2022|9|6,2,2,1,1
Los Angeles,06-037-0113|2023|10|2,3,3,1,2
Los Angeles,06-037-0113|2023|10|3,4,4,1,3
Los Angeles,06-037-0113|2023|10|4,3,3,1,2
Los Angeles,06-037-0113|2023|10|5,4,4,1,3
Los Angeles,06-037-0113|2023|10|6,2,2,1,1
Los Angeles,06-037-0113|2023|7|1,2,2,1,1
Los Angeles,06-037-0113|2023|8|0,2,2,1,1
Los Angeles,06-037-0113|2023|8|1,3,3,1,2
Los Angeles,06-037-0113|2023|8|2,3,3,1,2
Los Angeles,06-037-0113|2023|9|4,3,3,1,2
Los Angeles,06-037-0113|2023|9|5,2,2,1,1
Los Angeles,06-037-0113|2024|10|1,5,5,1,4
Los Angeles,06-037-0113|2024|10|2,5,5,1,4
Los Angeles,06-037-0113|2024|8|0,3,3,1,2
Los Angeles,06-037-0113|2024|8|1,2,2,1,1
Los Angeles,06-037-0113|2024|8|4,2,2,1,1
Los Angeles,06-037-0113|2024|8|5,2,2,1,1
Los Angeles,06-037-0113|2024|9|5,3,3,1,2
Los Angeles,06-037-0113|2024|9|6,3,3,1,2
Los Angeles,06-037-1103|2019|8|0,2,2,1,1
Los Angeles,06-037-1103|2019|9|4,2,2,1,1
Los Angeles,06-037-1103|2019|9|5,2,2,1,1
Los Angeles,06-037-1103|2020|10|0,2,2,1,1
Los Angeles,06-037-1103|2020|10|1,3,3,1,2
Los Angeles,06-037-1103|2020|10|2,4,4,1,3
Los Angeles,06-037-1103|2020|10|3,4,4,1,3
Los Angeles,06-037-1103|2020|10|4,4,4,1,3
Los Angeles,06-037-1103|2020|7|4,2,2,1,1
Los Angeles,06-037-1103|2020|8|5,2,2,1,1
Los Angeles,06-037-1103|2020|9|0,3,3,2,1
Los Angeles,06-037-1103|2020|9|1,3,3,2,1
Los Angeles,06-037-1103|2020|9|2,2,2,1,1
Los Angeles,06-037-1103|2020|9|4,4,4,2,2
Los Angeles,06-037-1103|2020|9|5,4,4,2,2
Los Angeles,06-037-1103|2021|9|0,2,2,1,1
Los Angeles,06-037-1103|2021|9|3,2,2,1,1
Los Angeles,06-037-1103|2021|9|4,3,3,1,2
Los Angeles,06-037-1103|2021|9|5,2,2,1,1
Los Angeles,06-037-1103|2021|9|6,3,3,1,2
Los Angeles,06-037-1103|2022|9|0,3,3,2,1
Los Angeles,06-037-1103|2022|9|1,3,3,2,1
Los Angeles,06-037-1103|2022|9|5,2,2,1,1
Los Angeles,06-037-1103|2022|9|6,2,2,1,1
Los Angeles,06-037-1103|2023|10|3,4,4,1,3
Los Angeles,06-037-1103|2023|10|4,3,3,1,2
Los Angeles,06-037-1103|2023|10|5,4,4,1,3
Los Angeles,06-037-1103|2023|10|6,2,2,1,1
Los Angeles,06-037-1103|2023|7|1,2,2,1,1
Los Angeles,06-037-1103|2023|8|0,2,2,1,1
Los Angeles,06-037-1103|2023|8|1,3,3,1,2
Los Angeles,06-037-1103|2023|8|2,3,3,1,2
Los Angeles,06-037-1103|2023|9|4,3,3,1,2
Los Angeles,06-037-1103|2023|9|5,2,2,1,1
Los Angeles,06-037-1103|2024|10|1,5,5,1,4
Los Angeles,06-037-1103|2024|10|2,5,5,1,4
Los Angeles,06-037-1103|2024|8|0,3,3,1,2
Los Angeles,06-037-1103|2024|8|1,2,2,1,1
Los Angeles,06-037-1103|2024|8|4,2,2,1,1
Los Angeles,06-037-1103|2024|8|5,2,2,1,1
Los Angeles,06-037-1103|2024|9|5,3,3,1,2
Los Angeles,06-037-1103|2024|9|6,3,3,1,2
Los Angeles,06-037-1302|2019|8|0,2,2,1,1
Los Angeles,06-037-1302|2019|9|4,2,2,1,1
Los Angeles,06-037-1302|2019|9|5,2,2,1,1
Los Angeles,06-037-1302|2020|10|0,2,2,1,1
Los Angeles,06-037-1302|2020|10|1,3,3,1,2
Los Angeles,06-037-1302|2020|10|2,4,4,1,3
Los Angeles,06-037-1302|2020|10|3,4,4,1,3
Los Angeles,06-037-1302|2020|10|4,4,4,1,3
Los Angeles,06-037-1302|2020|7|4,2,2,1,1
Los Angeles,06-037-1302|2020|8|5,2,2,1,1
Los Angeles,06-037-1302|2020|9|0,3,3,2,1
Los Angeles,06-037-1302|2020|9|1,3,3,2,1
Los Angeles,06-037-1302|2020|9|2,2,2,1,1
Los Angeles,06-037-1302|2020|9|3,3,3,1,2
Los Angeles,06-037-1302|2020|9|4,4,4,2,2
Los Angeles,06-037-1302|2020|9|5,4,4,2,2
Los Angeles,06-037-1302|2021|9|0,2,2,1,1
Los Angeles,06-037-1302|2021|9|3,2,2,1,1
Los Angeles,06-037-1302|2021|9|4,3,3,1,2
Los Angeles,06-037-1302|2021|9|5,2,2,1,1
Los Angeles,06-037-1302|2021|9|6,3,3,1,2
Los Angeles,06-037-1302|2022|9|0,3,3,2,1
Los Angeles,06-037-1302|2022|9|1,3,3,2,1
Los Angeles,06-037-1302|2022|9|5,2,2,1,1
Los Angeles,06-037-1302|2022|9|6,2,2,1,1
Los Angeles,06-037-1302|2023|10|2,3,3,1,2
Los Angeles,06-037-1302|2023|10|3,4,4,1,3
Los Angeles,06-037-1302|2023|10|4,3,3,1,2
Los Angeles,06-037-1302|2023|10|5,4,4,1,3
Los Angeles,06-037-1302|2023|10|6,2,2,1,1
Los Angeles,06-037-1302|2023|7|1,2,2,1,1
Los Angeles,06-037-1302|2023|8|0,2,2,1,1
Los Angeles,06-037-1302|2023|8|1,3,3,1,2
Los Angeles,06-037-1302|2023|8|2,3,3,1,2
Los Angeles,06-037-1302|2023|9|4,3,3,1,2
Los Angeles,06-037-1302|2023|9|5,2,2,1,1
Los Angeles,06-037-1302|2024|10|1,5,5,1,4
Los Angeles,06-037-1302|2024|10|2,5,5,1,4
Los Angeles,06-037-1302|2024|8|0,3,3,1,2
Los Angeles,06-037-1302|2024|8|1,2,2,1,1
Los Angeles,06-037-1302|2024|8|4,2,2,1,1
Los Angeles,06-037-1302|2024|8|5,2,2,1,1
Los Angeles,06-037-1602|2019|8|0,2,2,1,1
Los Angeles,06-037-1602|2019|9|4,2,2,1,1
Los Angeles,06-037-1602|2019|9|5,2,2,1,1
Los Angeles,06-037-1602|2020|10|0,2,2,1,1
Los Angeles,06-037-1602|2020|10|1,3,3,1,2
Los Angeles,06-037-1602|2020|10|2,4,4,1,3
Los Angeles,06-037-1602|2020|10|3,4,4,1,3
Los Angeles,06-037-1602|2020|10|4,4,4,1,3
Los Angeles,06-037-1602|2020|7|4,2,2,1,1
Los Angeles,06-037-1602|2020|8|5,2,2,1,1
Los Angeles,06-037-1602|2020|9|0,3,3,2,1
Los Angeles,06-037-1602|2020|9|1,3,3,2,1
Los Angeles,06-037-1602|2020|9|2,2,2,1,1
Los Angeles,06-037-1602|2020|9|3,3,3,1,2
Los Angeles,06-037-1602|2020|9|4,4,4,2,2
Los Angeles,06-037-1602|2020|9|5,4,4,2,2
Los Angeles,06-037-1602|2021|9|0,2,2,1,1
Los Angeles,06-037-1602|2021|9|4,3,3,1,2
Los Angeles,06-037-1602|2021|9|5,2,2,1,1
Los Angeles,06-037-1602|2021|9|6,3,3,1,2
Los Angeles,06-037-1602|2022|9|0,3,3,2,1
Los Angeles,06-037-1602|2022|9|1,3,3,2,1
Los Angeles,06-037-1602|2022|9|5,2,2,1,1
Los Angeles,06-037-1602|2022|9|6,2,2,1,1
Los Angeles,06-037-1602|2023|10|2,2,2,1,1
Los Angeles,06-037-1602|2023|10|3,4,4,1,3
Los Angeles,06-037-1602|2023|10|4,3,3,1,2
Los Angeles,06-037-1602|2023|10|5,4,4,1,3
Los Angeles,06-037-1602|2023|10|6,2,2,1,1
Los Angeles,06-037-1602|2023|7|1,2,2,1,1
Los Angeles,06-037-1602|2023|8|0,2,2,1,1
Los Angeles,06-037-1602|2023|8|1,3,3,1,2
Los Angeles,06-037-1602|2023|8|2,3,3,1,2
Los Angeles,06-037-1602|2023|9|4,3,3,1,2
Los Angeles,06-037-1602|2023|9|5,2,2,1,1
Los Angeles,06-037-1602|2024|10|1,5,5,1,4
Los Angeles,06-037-1602|2024|10|2,5,5,1,4
Los Angeles,06-037-1602|2024|8|0,3,3,1,2
Los Angeles,06-037-1602|2024|8|1,2,2,1,1
Los Angeles,06-037-1602|2024|8|4,2,2,1,1
Los Angeles,06-037-1602|2024|8|5,2,2,1,1
Los Angeles,06-037-1602|2024|9|5,3,3,1,2
Los Angeles,06-037-1602|2024|9|6,3,3,1,2
Los Angeles,06-037-2005|2019|8|0,2,2,1,1
Los Angeles,06-037-2005|2019|9|4,2,2,1,1
Los Angeles,06-037-2005|2019|9|5,2,2,1,1
Los Angeles,06-037-2005|2020|10|0,2,2,1,1
Los Angeles,06-037-2005|2020|10|1,3,3,1,2
Los Angeles,06-037-2005|2020|10|2,4,4,1,3
Los Angeles,06-037-2005|2020|10|3,4,4,1,3
Los Angeles,06-037-2005|2020|10|4,4,4,1,3
Los Angeles,06-037-2005|2020|7|4,2,2,1,1
Los Angeles,06-037-2005|2020|8|5,2,2,1,1
Los Angeles,06-037-2005|2020|9|0,3,3,2,1
Los Angeles,06-037-2005|2020|9|1,3,3,2,1
Los Angeles,06-037-2005|2020|9|2,2,2,1,1
Los Angeles,06-037-2005|2020|9|3,3,3,1,2
Los Angeles,06-037-2005|2020|9|4,4,4,2,2
Los Angeles,06-037-2005|2020|9|5,4,4,2,2
Los Angeles,06-037-2005|2021|9|0,2,2,1,1
Los Angeles,06-037-2005|2021|9|3,2,2,1,1
Los Angeles,06-037-2005|2021|9|4,3,3,1,2
Los Angeles,06-037-2005|2021|9|5,2,2,1,1
Los Angeles,06-037-2005|2021|9|6,3,3,1,2
Los Angeles,06-037-2005|2022|9|0,3,3,2,1
Los Angeles,06-037-2005|2022|9|1,3,3,2,1
Los Angeles,06-037-2005|2022|9|5,2,2,1,1
Los Angeles,06-037-2005|2022|9|6,2,2,1,1
Los Angeles,06-037-2005|2023|10|2,3,3,1,2
Los Angeles,06-037-2005|2023|10|3,4,4,1,3
Los Angeles,06-037-2005|2023|10|4,3,3,1,2
Los Angeles,06-037-2005|2023|10|5,4,4,1,3
Los Angeles,06-037-2005|2023|10|6,2,2,1,1
Los Angeles,06-037-2005|2023|7|1,2,2,1,1
Los Angeles,06-037-2005|2023|8|0,2,2,1,1
Los Angeles,06-037-2005|2023|8|1,3,3,1,2
Los Angeles,06-037-2005|2023|8|2,3,3,1,2
Los Angeles,06-037-2005|2023|9|4,3,3,1,2
Los Angeles,06-037-2005|2023|9|5,2,2,1,1
Los Angeles,06-037-2005|2024|10|1,5,5,1,4
Los Angeles,06-037-2005|2024|10|2,5,5,1,4
Los Angeles,06-037-2005|2024|8|0,3,3,1,2
Los Angeles,06-037-2005|2024|8|1,2,2,1,1
Los Angeles,06-037-2005|2024|8|4,2,2,1,1
Los Angeles,06-037-2005|2024|8|5,2,2,1,1
Los Angeles,06-037-2005|2024|9|5,3,3,1,2
Los Angeles,06-037-2005|2024|9|6,3,3,1,2
Los Angeles,06-037-4008|2019|8|0,2,2,1,1
Los Angeles,06-037-4008|2019|9|4,2,2,1,1
Los Angeles,06-037-4008|2019|9|5,2,2,1,1
Los Angeles,06-037-4008|2020|10|0,2,2,1,1
Los Angeles,06-037-4008|2020|10|1,3,3,1,2
Los Angeles,06-037-4008|2020|10|2,4,4,1,3
Los Angeles,06-037-4008|2020|10|3,4,4,1,3
Los Angeles,06-037-4008|2020|10|4,4,4,1,3
Los Angeles,06-037-4008|2020|7|4,2,2,1,1
Los Angeles,06-037-4008|2020|8|5,2,2,1,1
Los Angeles,06-037-4008|2020|9|0,3,3,2,1
Los Angeles,06-037-4008|2020|9|1,3,3,2,1
Los Angeles,06-037-4008|2020|9|2,2,2,1,1
Los Angeles,06-037-4008|2020|9|3,3,3,1,2
Los Angeles,06-037-4008|2020|9|4,4,4,2,2
Los Angeles,06-037-4008|2020|9|5,4,4,2,2
Los Angeles,06-037-4008|2021|9|0,2,2,1,1
Los Angeles,06-037-4008|2021|9|3,2,2,1,1
Los Angeles,06-037-4008|2021|9|4,3,3,1,2
Los Angeles,06-037-4008|2021|9|5,2,2,1,1
Los Angeles,06-037-4008|2021|9|6,3,3,1,2
Los Angeles,06-037-4008|2022|9|0,3,3,2,1
Los Angeles,06-037-4008|2022|9|1,3,3,2,1
Los Angeles,06-037-4008|2022|9|5,2,2,1,1
Los Angeles,06-037-4008|2022|9|6,2,2,1,1
Los Angeles,06-037-4008|2023|10|2,3,3,1,2
Los Angeles,06-037-4008|2023|10|3,4,4,1,3
Los Angeles,06-037-4008|2023|10|4,3,3,1,2
Los Angeles,06-037-4008|2023|10|5,4,4,1,3
Los Angeles,06-037-4008|2023|10|6,2,2,1,1
Los Angeles,06-037-4008|2023|7|1,2,2,1,1
Los Angeles,06-037-4008|2023|8|0,2,2,1,1
Los Angeles,06-037-4008|2023|8|1,3,3,1,2
Los Angeles,06-037-4008|2023|8|2,3,3,1,2
Los Angeles,06-037-4008|2023|9|4,3,3,1,2
Los Angeles,06-037-4008|2023|9|5,2,2,1,1
Los Angeles,06-037-4008|2024|10|1,5,5,1,4
Los Angeles,06-037-4008|2024|10|2,5,5,1,4
Los Angeles,06-037-4008|2024|8|0,3,3,1,2
Los Angeles,06-037-4008|2024|8|1,2,2,1,1
Los Angeles,06-037-4008|2024|8|4,2,2,1,1
Los Angeles,06-037-4008|2024|8|5,2,2,1,1
Los Angeles,06-037-4008|2024|9|5,3,3,1,2
Los Angeles,06-037-4008|2024|9|6,3,3,1,2
Los Angeles,06-037-4010|2020|10|0,2,2,1,1
Los Angeles,06-037-4010|2020|10|1,3,3,1,2
Los Angeles,06-037-4010|2020|10|2,4,4,1,3
Los Angeles,06-037-4010|2020|10|3,4,4,1,3
Los Angeles,06-037-4010|2020|10|4,4,4,1,3
Los Angeles,06-037-4010|2020|7|4,2,2,1,1
Los Angeles,06-037-4010|2020|8|5,2,2,1,1
Los Angeles,06-037-4010|2020|9|0,3,3,2,1
Los Angeles,06-037-4010|2020|9|1,3,3,2,1
Los Angeles,06-037-4010|2020|9|2,2,2,1,1
Los Angeles,06-037-4010|2020|9|3,3,3,1,2
Los Angeles,06-037-4010|2020|9|4,4,4,2,2
Los Angeles,06-037-4010|2020|9|5,4,4,2,2
Los Angeles,06-037-4010|2021|9|0,2,2,1,1
Los Angeles,06-037-4010|2021|9|3,2,2,1,1
Los Angeles,06-037-4010|2021|9|4,3,3,1,2
Los Angeles,06-037-4010|2021|9|5,2,2,1,1
Los Angeles,06-037-4010|2021|9|6,3,3,1,2
Los Angeles,06-037-4010|2022|9|0,3,3,2,1
Los Angeles,06-037-4010|2022|9|1,3,3,2,1
Los Angeles,06-037-4010|2022|9|5,2,2,1,1
Los Angeles,06-037-4010|2022|9|6,2,2,1,1
Los Angeles,06-037-4010|2023|10|2,3,3,1,2
Los Angeles,06-037-4010|2023|10|3,4,4,1,3
Los Angeles,06-037-4010|2023|10|4,3,3,1,2
Los Angeles,06-037-4010|2023|10|5,4,4,1,3
Los Angeles,06-037-4010|2023|10|6,2,2,1,1
Los Angeles,06-037-4010|2023|7|1,2,2,1,1
Los Angeles,06-037-4010|2023|8|0,2,2,1,1
Los Angeles,06-037-4010|2023|8|1,3,3,1,2
Los Angeles,06-037-4010|2023|8|2,3,3,1,2
Los Angeles,06-037-4010|2023|9|4,3,3,1,2
Los Angeles,06-037-4010|2023|9|5,2,2,1,1
Los Angeles,06-037-4010|2024|10|1,4,4,1,3
Los Angeles,06-037-4010|2024|10|2,5,5,1,4
Los Angeles,06-037-4010|2024|8|0,3,3,1,2
Los Angeles,06-037-4010|2024|8|1,2,2,1,1
Los Angeles,06-037-4010|2024|8|4,2,2,1,1
Los Angeles,06-037-4010|2024|8|5,2,2,1,1
Los Angeles,06-037-5005|2019|9|4,2,2,1,1
Los Angeles,06-037-5005|2019|9|5,2,2,1,1
Los Angeles,06-037-5005|2020|10|0,2,2,1,1
Los Angeles,06-037-5005|2020|10|1,3,3,1,2
Los Angeles,06-037-5005|2020|10|2,4,4,1,3
Los Angeles,06-037-5005|2020|10|3,4,4,1,3
Los Angeles,06-037-5005|2020|10|4,4,4,1,3
Los Angeles,06-037-5005|2020|7|4,2,2,1,1
Los Angeles,06-037-5005|2020|8|5,2,2,1,1
Los Angeles,06-037-5005|2020|9|0,3,3,2,1
Los Angeles,06-037-5005|2020|9|1,3,3,2,1
Los Angeles,06-037-5005|2020|9|2,2,2,1,1
Los Angeles,06-037-5005|2020|9|3,3,3,1,2
Los Angeles,06-037-5005|2020|9|4,4,4,2,2
Los Angeles,06-037-5005|2020|9|5,4,4,2,2
Los Angeles,06-037-5005|2021|9|4,2,2,1,1
New York,34-003-0010|2019|6|3,2,2,1,1
New York,34-003-0010|2019|6|4,2,2,1,1
New York,34-003-0010|2019|7|0,2,2,1,1
New York,34-003-0010|2019|7|2,2,2,1,1
New York,34-003-0010|2019|7|3,2,2,1,1
New York,34-003-0010|2019|7|4,2,2,1,1
New York,34-003-0010|2019|8|1,4,4,1,3
New York,34-003-0010|2019|8|5,2,2,1,1
New York,34-003-0010|2020|7|2,4,4,2,2
New York,34-003-0010|2020|7|4,4,4,1,3
New York,34-003-0010|2021|6|1,2,2,1,1
New York,34-003-0010|2021|7|0,2,2,1,1
New York,34-003-0010|2021|7|3,3,3,1,2
New York,34-003-0010|2021|7|4,2,2,1,1
New York,34-003-0010|2021|7|5,3,3,1,2
New York,34-003-0010|2021|8|2,2,2,1,1
New York,34-003-0010|2021|8|3,2,2,1,1
New York,34-003-0010|2021|8|4,2,2,1,1
New York,34-003-0010|2023|7|2,2,2,1,1
New York,34-003-0010|2023|9|0,2,2,1,1
New York,34-003-0010|2023|9|1,2,2,1,1
New York,34-003-0010|2023|9|2,3,3,1,2
New York,34-003-0010|2023|9|3,2,2,1,1
New York,34-003-0010|2024|7|0,2,2,1,1
New York,34-003-0010|2024|7|4,2,2,1,1
New York,34-003-0010|2024|7|5,3,3,2,1
New York,34-003-0010|2024|7|6,3,3,2,1
New York,34-003-0010|2024|8|4,3,3,1,2
New York,34-003-0010|2024|8|5,3,3,1,2
New York,34-013-0003|2019|6|3,2,2,1,1
New York,34-013-0003|2019|6|4,2,2,1,1
New York,34-013-0003|2019|7|0,2,2,1,1
New York,34-013-0003|2019|7|2,2,2,1,1
New York,34-013-0003|2019|7|3,2,2,1,1
New York,34-013-0003|2019|7|4,2,2,1,1
New York,34-013-0003|2019|8|1,4,4,1,3
New York,34-013-0003|2019|8|5,2,2,1,1
New York,34-013-0003|2020|7|2,4,4,2,2
New York,34-013-0003|2020|7|4,4,4,1,3
New York,34-013-0003|2021|6|1,2,2,1,1
New York,34-013-0003|2021|7|0,2,2,1,1
New York,34-013-0003|2021|7|3,3,3,1,2
New York,34-013-0003|2021|7|4,2,2,1,1
New York,34-013-0003|2021|7|5,3,3,1,2
New York,34-013-0003|2021|8|2,2,2,1,1
New York,34-013-0003|2021|8|3,2,2,1,1
New York,34-013-0003|2021|8|4,2,2,1,1
New York,34-013-0003|2022|9|0,2,2,1,1
New York,34-013-0003|2022|9|6,2,2,1,1
New York,34-017-0006|2019|6|3,2,2,1,1
New York,34-017-0006|2019|6|4,2,2,1,1
New York,34-017-0006|2019|7|0,2,2,1,1
New York,34-017-0006|2019|7|2,2,2,1,1
New York,34-017-0006|2019|7|3,2,2,1,1
New York,34-017-0006|2019|7|4,2,2,1,1
New York,34-017-0006|2019|8|1,4,4,1,3
New York,34-017-0006|2019|8|5,2,2,1,1
New York,34-017-0006|2020|7|2,4,4,2,2
New York,34-017-0006|2020|7|4,4,4,1,3
New York,34-017-0006|2021|6|1,2,2,1,1
New York,34-017-0006|2021|7|0,2,2,1,1
New York,34-017-0006|2021|7|3,3,3,1,2
New York,34-017-0006|2021|7|4,2,2,1,1
New York,34-017-0006|2021|7|5,3,3,1,2
New York,34-017-0006|2021|8|2,2,2,1,1
New York,34-017-0006|2021|8|3,2,2,1,1
New York,34-017-0006|2021|8|4,2,2,1,1
New York,34-017-0006|2022|9|0,2,2,1,1
New York,34-017-0006|2022|9|6,2,2,1,1
New York,34-017-0006|2023|7|2,2,2,1,1
New York,34-017-0006|2023|9|0,2,2,1,1
New York,34-017-0006|2023|9|1,2,2,1,1
New York,34-017-0006|2023|9|2,3,3,1,2
New York,34-017-0006|2023|9|3,2,2,1,1
New York,34-017-0006|2024|7|0,2,2,1,1
New York,34-017-0006|2024|7|4,2,2,1,1
New York,34-017-0006|2024|7|5,3,3,2,1
New York,34-017-0006|2024|7|6,3,3,2,1
New York,34-017-0006|2024|8|4,3,3,1,2
New York,34-017-0006|2024|8|5,3,3,1,2
New York,34-017-1002|2019|6|3,2,2,1,1
New York,34-017-1002|2019|6|4,2,2,1,1
New York,34-017-1002|2019|7|0,2,2,1,1
New York,34-017-1002|2019|7|2,2,2,1,1
New York,34-017-1002|2019|7|3,2,2,1,1
New York,34-017-1002|2019|7|4,2,2,1,1
New York,34-017-1002|2019|8|1,4,4,1,3
New York,34-017-1002|2019|8|5,2,2,1,1
New York,34-017-1002|2020|7|2,4,4,2,2
New York,34-017-1002|2020|7|4,4,4,1,3
New York,34-017-1002|2021|6|1,2,2,1,1
New York,34-017-1002|2021|7|0,2,2,1,1
New York,34-017-1002|2021|7|3,3,3,1,2
New York,34-017-1002|2021|7|4,2,2,1,1
New York,34-017-1002|2021|7|5,3,3,1,2
New York,34-017-1002|2021|8|2,2,2,1,1
New York,34-017-1002|2021|8|3,2,2,1,1
New York,34-017-1002|2021|8|4,2,2,1,1
New York,34-017-1002|2022|9|0,2,2,1,1
New York,34-017-1002|2022|9|6,2,2,1,1
New York,34-017-1002|2023|9|0,2,2,1,1
New York,34-017-1002|2023|9|1,2,2,1,1
New York,34-017-1002|2023|9|2,3,3,1,2
New York,34-017-1002|2023|9|3,2,2,1,1
New York,34-017-1002|2024|7|0,2,2,1,1
New York,34-017-1002|2024|7|4,2,2,1,1
New York,34-017-1002|2024|7|5,3,3,2,1
New York,34-017-1002|2024|7|6,3,3,2,1
New York,34-017-1002|2024|8|4,3,3,1,2
New York,34-017-1002|2024|8|5,3,3,1,2
New York,34-039-0004|2019|6|3,2,2,1,1
New York,34-039-0004|2019|7|0,2,2,1,1
New York,34-039-0004|2019|7|2,2,2,1,1
New York,34-039-0004|2019|7|3,2,2,1,1
New York,34-039-0004|2019|7|4,2,2,1,1
New York,34-039-0004|2019|8|1,4,4,1,3
New York,34-039-0004|2019|8|5,2,2,1,1
New York,34-039-0004|2020|7|2,4,4,2,2
New York,34-039-0004|2020|7|4,4,4,1,3
New York,34-039-0004|2021|6|1,2,2,1,1
New York,34-039-0004|2021|7|0,2,2,1,1
New York,34-039-0004|2021|7|3,3,3,1,2
New York,34-039-0004|2021|7|4,2,2,1,1
New York,34-039-0004|2021|7|5,3,3,1,2
New York,34-039-0004|2021|8|2,2,2,1,1
New York,34-039-0004|2021|8|3,2,2,1,1
New York,34-039-0004|2021|8|4,2,2,1,1
New York,34-039-0004|2022|9|0,2,2,1,1
New York,34-039-0004|2022|9|6,2,2,1,1
New York,34-039-0004|2023|7|2,2,2,1,1
New York,34-039-0004|2023|9|0,2,2,1,1
New York,34-039-0004|2023|9|1,2,2,1,1
New York,34-039-0004|2023|9|2,2,2,1,1
New York,34-039-0004|2023|9|3,2,2,1,1
New York,34-039-0004|2024|7|0,2,2,1,1
New York,34-039-0004|2024|7|4,2,2,1,1
New York,34-039-0004|2024|7|5,3,3,2,1
New York,34-039-0004|2024|7|6,3,3,2,1
New York,34-039-0004|2024|8|4,3,3,1,2
New York,34-039-0004|2024|8|5,3,3,1,2
New York,36-005-0110|2019|6|3,2,2,1,1
New York,36-005-0110|2019|6|4,2,2,1,1
New York,36-005-0110|2019|7|0,2,2,1,1
New York,36-005-0110|2019|7|2,2,2,1,1
New York,36-005-0110|2019|7|3,2,2,1,1
New York,36-005-0110|2019|7|4,2,2,1,1
New York,36-005-0110|2019|8|1,4,4,1,3
New York,36-005-0110|2019|8|5,2,2,1,1
New York,36-005-0110|2020|7|2,4,4,2,2
New York,36-005-0110|2020|7|4,4,4,1,3
New York,36-005-0110|2021|6|1,2,2,1,1
New York,36-005-0110|2021|8|2,2,2,1,1
New York,36-005-0110|2021|8|3,2,2,1,1
New York,36-005-0110|2021|8|4,2,2,1,1
New York,36-005-0110|2022|9|0,2,2,1,1
New York,36-005-0110|2022|9|6,2,2,1,1
New York,36-005-0110|2023|7|2,2,2,1,1
New York,36-005-0110|2023|9|0,2,2,1,1
New York,36-005-0110|2023|9|1,2,2,1,1
New York,36-005-0110|2023|9|2,3,3,1,2
New York,36-005-0110|2024|7|0,2,2,1,1
New York,36-005-0110|2024|7|4,2,2,1,1
New York,36-005-0110|2024|7|5,3,3,2,1
New York,36-005-0110|2024|7|6,3,3,2,1
New York,36-005-0110|2024|8|4,3,3,1,2
New York,36-005-0110|2024|8|5,3,3,1,2
New York,36-005-0133|2019|6|3,2,2,1,1
New York,36-005-0133|2019|6|4,2,2,1,1
New York,36-005-0133|2019|7|0,2,2,1,1
New York,36-005-0133|2019|7|2,2,2,1,1
New York,36-005-0133|2019|7|3,2,2,1,1
New York,36-005-0133|2019|7|4,2,2,1,1
New York,36-005-0133|2019|8|1,4,4,1,3
